Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
12/08/23 06:00,5.4611299999999998,6.5552400000000004,1.9791000000000001,4.8672000000000004,3.04182,2.8,2.7,2.5,2.5,3.3,1.08,1.1000000000000001,1.19,2.78,2.67,3.24,,3.5202599999999999,1.5587299999999999,6.3799200000000003,1.20564,5.5103999999999997,3.5688399999999998,4.4390000000000001,4.9877099999999999,6.9787800000000004,3.2713100000000002,3.8321399999999999,2.8,0.7,2.69,1.2,2.5,1.8,8.3177299999999992,3.7552400000000001,7.7667299999999999,9.5677400000000006,0.7,2.3808600000000002,2.6296200000000001,,1.4256,,,3.3,2.5,2,8.5964399999999994,4.7558499999999997,10.6724,7.0469999999999997,7.3556100000000004,9.7297600000000006,7.4209500000000004,7.2787699999999997,3.0943499999999999,9.0368099999999991,2.5265300000000002,0.97087999999999997,1.1358200000000001,1.7384999999999999,4.3195499999999996,5.1950900000000004,4.0336499999999997,5.4016200000000003
12/08/23 07:00,5.20465,6.2722800000000003,2.9565000000000001,4.8715200000000003,2.4154200000000001,3.2,2.2000000000000002,2.6,2.6,3.5,1,1.1000000000000001,1.07,2.84,2.81,3.55,,3.0128400000000002,2.06576,6.4020599999999996,1.16011,4.0960999999999999,3.0253000000000001,2.0510000000000002,4.4324000000000003,6.0533999999999999,3.3647300000000002,3.4872200000000002,2.1,0.7,2.73,1.2,2.7,2,7.7336,4.0153400000000001,7.4022300000000003,8.8596000000000004,1,,2.60379,1.5140899999999999,1.38636,,,3.4,2.6,2.1,9.8476199999999992,4.6540600000000003,10.937900000000001,5.9783400000000002,7.8005699999999996,9.0158900000000006,7.2343999999999999,6.8581099999999999,2.8874900000000001,6.2251200000000004,2.6084100000000001,1.2785899999999999,1.13879,1.5608299999999999,4.4151999999999996,5.3030600000000003,3.8873799999999998,4.9800599999999999
12/08/23 08:00,5.7167599999999998,5.6228400000000001,3.5855999999999999,4.4393399999999996,3.6096300000000001,3.3,2.5,2.2999999999999998,2.6,3.5,1.0900000000000001,1.2,1.27,3.09,2.91,4.05,,2.6227800000000001,2.3031999999999999,6.7701599999999997,1.2311000000000001,3.6926199999999998,2.8110400000000002,1.623,4.9851200000000002,5.4630000000000001,3.0285199999999999,4.0027900000000001,2.2999999999999998,0.8,2.78,1.2,2.6,2,6.9822699999999998,4.4863999999999997,7.5758400000000004,8.7007700000000003,1.4,2.4849000000000001,3.0634199999999998,1.7198100000000001,1.296,,,3.4,2.9,2.2000000000000002,6.6405000000000003,4.7829499999999996,6.5849399999999996,5.0911200000000001,7.2332999999999998,9.1602899999999998,7.5027499999999998,6.3608900000000004,2.8051699999999999,8.7350399999999997,2.6967699999999999,1.4323399999999999,1.4327700000000001,1.4710000000000001,4.6367500000000001,5.3646700000000003,3.7090299999999998,4.39398
12/08/23 09:00,6.1422499999999998,5.1995699999999996,6.3855000000000004,3.8551500000000001,4.4803800000000003,3.4,3.8,2.2999999999999998,2.7,3.5,1.67,1.6,1.32,3.08,2.86,3.55,,3.6821700000000002,2.3857900000000001,6.5669399999999998,1.3349899999999999,3.43994,2.74777,2.4729999999999999,2.5631900000000001,5.3285400000000003,3.2972999999999999,2.7141000000000002,4.0999999999999996,0.9,2.64,1.1000000000000001,2.7,2.1,6.6680099999999998,5.3612000000000002,7.5986099999999999,7.3638000000000003,1.6,1.90638,3.8016000000000001,2.0934599999999999,1.3104899999999999,,,3.6,3.1,2.2000000000000002,5.6617199999999999,4.7996499999999997,4.28688,5.2771499999999998,7.1077500000000002,8.6986799999999995,8.8242200000000004,7.1494799999999996,3.0943299999999998,12.6488,3.0233500000000002,1.4640599999999999,1.40239,1.4806699999999999,4.4459499999999998,5.10914,3.5104899999999999,4.1293800000000003
12/08/23 10:00,7.0222699999999998,4.8722399999999997,7.9236000000000004,4.76694,5.1529499999999997,3,9,2.2999999999999998,2.6,4,1.64,1.3,1.69,3.13,3.04,3.13,1.25553,4.1375700000000002,2.8936799999999998,6.0598799999999997,1.5580400000000001,3.5366900000000001,2.2986300000000002,2.089,0.90542999999999996,5.0250599999999999,3.0514299999999999,2.4293999999999998,2.4,0.9,2.44,1.1000000000000001,3.2,2.2000000000000002,7.42502,4.5214999999999996,7.74099,7.4650299999999996,1.1000000000000001,1.8549,3.6493199999999999,,1.2636000000000001,,,3.1,2.6,2.2000000000000002,3.85704,4.4295400000000003,3.9679199999999999,4.7344499999999998,5.6489399999999996,7.4538500000000001,8.17727,6.9675399999999996,2.7626499999999998,10.5716,3.1994500000000001,1.3460300000000001,1.70119,1.43,4.2957000000000001,4.6983699999999997,2.7742200000000001,4.4638200000000001
12/08/23 11:00,8.8132099999999998,4.9068899999999998,3.5756999999999999,5.3216099999999997,4.4471699999999998,3.1,4.8,2.6,2.6,3.8,1.05,1.4,1.65,3.32,3.17,2.88,1.25451,5.1510600000000002,2.8636300000000001,5.5961999999999996,1.82237,2.90341,1.55637,1.1739999999999999,0.83035999999999999,4.6605600000000003,2.4658199999999999,2.1505399999999999,4.8,0.9,2.57,1.3,2.7,2.4,7.4932800000000004,3.9986000000000002,7.67232,6.6956600000000002,1.2,2.0312999999999999,3.7288800000000002,1.56907,1.2815099999999999,,,,2.1,2,3.7690199999999998,4.0179099999999996,7.0297200000000002,3.6490499999999999,5.1346800000000004,7.7070600000000002,6.1350199999999999,6.52928,2.4786700000000002,8.9630100000000006,2.9942299999999999,1.2454400000000001,1.59436,1.8360000000000001,4.2628500000000003,4.1270800000000003,2.9093399999999998,4.0519800000000004
12/08/23 12:00,9.1888699999999996,5.8495499999999998,3.9897,5.2966800000000003,3.34368,3.3,6.9,2.4,2.6,4.0999999999999996,1.1499999999999999,1.4,1.44,3.16,3.12,3.05,1.57995,5.2569900000000001,2.2779600000000002,5.4341999999999997,1.94615,2.6811799999999999,2.4146399999999999,0.999,0.87739,4.0156200000000002,1.8934299999999999,1.9204399999999999,4.5,1,2.66,1.2,2.8,2.6,6.8305300000000004,4.0329800000000002,7.7568299999999999,6.8557699999999997,1.1000000000000001,2.17944,3.3805800000000001,1.6052299999999999,1.26189,,,,2.2000000000000002,1.9,3.73176,3.9895499999999999,6.3719999999999999,3.0093399999999999,4.9966200000000001,7.2733499999999998,5.4043200000000002,6.6168800000000001,2.0880000000000001,7.6513499999999999,2.80721,1.1653899999999999,1.27552,1.708,4.3266999999999998,3.6463999999999999,2.9342800000000002,3.6970200000000002
12/08/23 01:00,5.2749499999999996,5.7175200000000004,1.8567,4.5782100000000003,3.3185699999999998,3.3,3.9,2.2999999999999998,3.1,4.4000000000000004,1.28,1.4,1.45,3.48,3.2,2.81,1.4799599999999999,4.3497000000000003,2.1400600000000001,5.2874999999999996,2.4695800000000001,2.32491,2.0459800000000001,1.859,0.92725999999999997,3.8187000000000002,1.5404800000000001,2.137,5.0999999999999996,1.1000000000000001,2.72,1.2,3.4,2.6,6.5502799999999999,5.4564199999999996,7.2906300000000002,6.9655500000000004,1,2.1446999999999998,3.2815799999999999,1.85036,1.26189,,,,1.9,1.9,4.6646999999999998,3.8759299999999999,3.4088400000000001,2.7741699999999998,4.9904099999999998,5.9686700000000004,5.1843199999999996,6.4533800000000001,1.93069,7.4611799999999997,2.8604699999999998,1.14757,1.3146800000000001,2.0335000000000001,4.3674499999999998,3.3654999999999999,2.7938900000000002,5.07402
12/08/23 02:00,4.5076499999999999,5.6214000000000004,1.7019,4.3803900000000002,3.35799,3.3,4.7,2.4,3.2,4.8,1.17,1.4,1.27,3.68,3.3,2.54,1.39032,4.58019,2.1006800000000001,5.2837199999999998,2.5744199999999999,2.16859,1.93709,1.929,0.93213999999999997,3.68946,1.6435900000000001,2.3627199999999999,2.4,1.1000000000000001,2.89,1.2,3.1,2.8,5.4322800000000004,4.3526600000000002,6.7945500000000001,7.80572,1,2.5165799999999998,,2.1640799999999998,1.20519,,,,1.8,2.2999999999999998,6.0964200000000002,3.3080799999999999,2.81386,2.7490899999999998,4.1153399999999998,5.8915300000000004,5.3798599999999999,6.4422100000000002,1.98248,7.57233,3.0707800000000001,1.2674399999999999,1.4835,1.4258299999999999,4.3746,3.4619200000000001,3.1714199999999999,3.7560600000000002
12/08/23 03:00,2.2976700000000001,5.6480399999999999,2.214,3.8527200000000001,3.8309199999999999,3.2,5.6,2.6,3.5,4.7,1.31,1.6,1.43,4,2.98,2.0699999999999998,1.55898,4.50495,1.73546,5.9488200000000004,2.4857300000000002,2.0540799999999999,1.5367999999999999,1.2989999999999999,0.92862,3.7274400000000001,1.6277200000000001,3.0807699999999998,,1.2,3.1,1.3,3.1,3,4.5532000000000004,3.5014400000000001,6.3004499999999997,4.6773699999999998,1.2,2.7043200000000001,3.5423200000000001,2.1829499999999999,1.27512,,,,1.8,2.2000000000000002,9.0324000000000009,3.0926399999999998,4.0705499999999999,2.8665099999999999,4.0632299999999999,5.5201000000000002,4.9610900000000004,5.2907000000000002,2.16316,8.5082400000000007,2.9812699999999999,1.47132,1.56027,1.10917,4.4602000000000004,3.9701399999999998,3.39838,4.1718599999999997
12/08/23 04:00,1.3372299999999999,5.3653500000000003,1.8954,3.9219300000000001,,3.4,5.3,2.6,3.6,5.3,1.35,1.7,1.49,3.14,2.4500000000000002,2.27,1.6309800000000001,4.8708900000000002,1.8784700000000001,6.38802,2.7772800000000002,1.9861899999999999,1.3075600000000001,1.829,1.1928000000000001,3.4605000000000001,1.52153,2.6242100000000002,4.9000000000000004,1.1000000000000001,3.17,1.3,3.3,2.9,5.4733499999999999,3.8130199999999999,5.9756400000000003,4.5382100000000003,1.3,2.4121800000000002,3.6111599999999999,2.7688299999999999,1.2363299999999999,,,,2,2.2000000000000002,9.11538,2.9742799999999998,4.7725200000000001,3.0491100000000002,4.3599600000000001,5.4355000000000002,4.7530000000000001,5.3632299999999997,2.17726,9.2471399999999999,3.1818900000000001,1.5342,1.73014,1.00417,4.3118999999999996,4.1038199999999998,2.9138899999999999,3.99186
12/08/23 05:00,1.3316699999999999,5.3744399999999999,2.2869000000000002,4.7550600000000003,3.0844800000000001,3.6,5.0999999999999996,2.7,3.6,5,1.33,1.5,2.2799999999999998,2.92,2.38,2.64,1.5470999999999999,5.1120000000000001,1.92655,7.9884000000000004,3.2556500000000002,2.20479,1.2692099999999999,,1.6768700000000001,3.0851999999999999,1.38626,2.7696100000000001,5.2,1.2,3.33,1.4,3.9,3.1,5.6763599999999999,3.7134800000000001,5.8086900000000004,9.7129399999999997,1.9,3.2090399999999999,3.59118,2.7563800000000001,1.27125,,,2.2999999999999998,2,2.2000000000000002,10.831,3.80457,6.3234000000000004,3.4819200000000001,4.6213199999999999,5.8294300000000003,5.23203,4.9776499999999997,1.9075299999999999,16.5305,3.4712399999999999,1.798,1.75488,1.00583,4.0190000000000001,4.2258800000000001,2.9749699999999999,4.42746
12/08/23 06:00,1.62564,6.4325700000000001,1.6335,5.2830000000000004,3.1583199999999998,3.5,3.9,2.7,3.2,4.0999999999999996,1.79,1.5,2.31,2.88,2.34,2.4500000000000002,1.4889600000000001,4.5410399999999997,1.9530799999999999,8.2029599999999991,3.26065,2.1050499999999999,1.27058,2.7650000000000001,2.58995,2.8992599999999999,1.34527,2.819,6.2,1.3,3.29,1.4,5.2,2.9,5.0508300000000004,4.3924399999999997,5.7606299999999999,8.2412299999999998,1.7,3.0727799999999998,3.77406,3.0242,1.2312000000000001,,,3,1.9,2.4,12.0395,4.4574800000000003,6.5631599999999999,3.2943799999999999,5.0220000000000002,5.4291999999999998,4.8826000000000001,5.8164100000000003,1.8419399999999999,20.637499999999999,3.26125,1.7518100000000001,1.6217699999999999,0.98250000000000004,3.8092999999999999,4.0926,3.1669299999999998,4.3972199999999999
12/08/23 07:00,1.35642,4.7843999999999998,1.6794,5.7149999999999999,5.3204900000000004,3.2,5.0999999999999996,3.2,2.9,4.3,1.82,1.6,2.2400000000000002,3.4,2.5099999999999998,2.67,1.71576,4.7122200000000003,1.9588300000000001,7.8757200000000003,3.4369900000000002,1.7779,1.1982600000000001,1.4279999999999999,4.4329000000000001,,1.4413400000000001,2.6685400000000001,5.6,1.2,2.96,1.3,3.3,3,4.4486299999999996,3.8308399999999998,,6.0958600000000001,1.7,3.3748200000000002,3.9123000000000001,3.5819899999999998,1.24272,,,2.9,2,2.2999999999999998,13.779500000000001,3.1694499999999999,5.0691600000000001,3.2094100000000001,4.2230699999999999,5.2206299999999999,5.3898200000000003,5.61843,1.77437,22.824400000000001,2.8137799999999999,1.5814999999999999,1.6676599999999999,0.95567000000000002,3.7332000000000001,3.8082500000000001,3.3319200000000002,3.9436200000000001
12/08/23 08:00,1.32118,3.39642,1.7666999999999999,4.7016,2.5253100000000002,3.7,4.2,2.6,2.9,3.6,1.29,1.6,1.9,2.77,2.5,2.66,1.52901,5.0346900000000003,2.0726,8.0175599999999996,3.3340399999999999,1.7999400000000001,0.78439999999999999,2.0619999999999998,6.6287500000000001,2.8046500000000001,1.4845200000000001,3.2130399999999999,5.5,1.2,2.85,1.3,3.3,3,4.9787800000000004,3.2921,5.5645199999999999,8.0901399999999999,1.5,4.3124399999999996,3.8903400000000001,3.9545699999999999,1.2879,,,2.9,1.8,2.2000000000000002,16.0169,3.4872800000000002,3.00312,2.9834200000000002,4.1782500000000002,5.0500299999999996,5.4092599999999997,5.7346700000000004,1.7058899999999999,22.959399999999999,3.0432000000000001,1.48936,1.5594300000000001,0.85250000000000004,3.5629499999999998,3.44475,3.2797800000000001,4.1011199999999999
12/08/23 09:00,2.13449,3.42144,1.7802,4.0724999999999998,2.5184199999999999,3.8,3.7,2.4,2.8,3.4,1.45,1.5,1.79,2.48,2.2799999999999998,2.42,1.60236,4.9961700000000002,2.05097,8.1626399999999997,3.0424899999999999,1.9127099999999999,1.4167099999999999,2.3919999999999999,7.04495,2.7421199999999999,1.47879,3.68038,5.7,1.5,2.85,1.3,2.8,2.9,4.5945200000000002,3.0766399999999998,5.4096299999999999,7.54718,1.2,3.4252199999999999,3.9137400000000002,3.1056599999999999,1.24569,,,2.9,1.9,2,18.307600000000001,2.9852300000000001,2.8465199999999999,2.7999499999999999,4.2279299999999997,4.91751,5.0796700000000001,5.0961100000000004,1.8638699999999999,26.681999999999999,3.0734900000000001,1.4123300000000001,1.5095700000000001,0.88766999999999996,3.3941400000000002,3.2417500000000001,3.2618800000000001,4.5390600000000001
12/08/23 10:00,1.2928900000000001,4.8618899999999998,2.2311000000000001,3.7071000000000001,2.1297600000000001,3.1,5.8,2.2999999999999998,2.6,3.1,1.45,1.3,1.64,2.54,2.1800000000000002,2.76,1.6166700000000001,5.3666999999999998,1.82077,9.3119399999999999,2.9188200000000002,1.6739200000000001,1.5121100000000001,1.954,6.8893800000000001,2.9735999999999998,1.6145099999999999,4.0491999999999999,5.0999999999999996,1.5,2.67,1.2,2.5,2.8,6.3602699999999999,3.0251600000000001,5.2415099999999999,6.2180499999999999,1.1000000000000001,3.6322199999999998,3.87,2.0278,1.2231000000000001,,,3,2,2.1,17.606000000000002,3.18059,2.8818000000000001,2.6568299999999998,4.0046400000000002,4.9137700000000004,4.98733,4.6096399999999997,1.9303699999999999,19.6127,3.08419,1.44228,1.4732099999999999,0.89883000000000002,3.2546200000000001,3.12425,3.4125200000000002,5.3987999999999996
12/08/23 11:00,1.7116400000000001,8.7808499999999992,1.7478,3.7602000000000002,1.98828,2.7,3.7,2.2999999999999998,2.6,3.3,1.1599999999999999,1.4,1.41,2.39,2.2400000000000002,2.6,1.57761,5.6757600000000004,1.7206900000000001,6.3412199999999999,3.07585,1.8834599999999999,1.54464,1.02,6.6318799999999998,3.2202000000000002,1.7506600000000001,5.4886999999999997,3,1.2,2.73,1.3,2.6,2.9,5.0537799999999997,3.2411599999999998,4.5577800000000002,7.1113999999999997,1,4.2188400000000001,3.7069200000000002,1.7707299999999999,1.21671,,,3.2,2.2000000000000002,2.1,18.136399999999998,3.31826,2.8611,2.7597,3.9133800000000001,5.03226,5.1166099999999997,4.72255,1.95255,17.616599999999998,2.77759,1.39039,1.43031,0.96250000000000002,3.2264900000000001,3.0179999999999998,3.5535999999999999,5.7398400000000001
12/09/23 12:00,1.1933199999999999,7.7009100000000004,,3.2787000000000002,1.95183,2.6,3.1,2,2.4,3.2,1.19,1.4,1.35,2.17,2.11,2.38,1.56186,5.4269999999999996,1.7824899999999999,4.5738000000000003,2.69861,1.7476100000000001,1.6669099999999999,0.94799999999999995,6.3761599999999996,3.2194799999999999,1.7206399999999999,5.1044600000000004,3,1.2,2.5499999999999998,1.2,2.7,2.7,4.7376399999999999,2.81168,4.0679999999999996,6.7118799999999998,1,5.0036399999999999,3.50874,1.9424300000000001,1.2410099999999999,,,3.4,2.5,2.2000000000000002,15.0183,2.8805200000000002,3.0416400000000001,3.0082300000000002,3.7184400000000002,5.0666000000000002,4.8203100000000001,4.8561800000000002,2.0112999999999999,16.3813,2.7089699999999999,1.3337600000000001,1.4623200000000001,1.00267,3.2501600000000002,2.9612500000000002,3.6573799999999999,6.11496
12/09/23 01:00,1.2028799999999999,7.1015100000000002,1.5128999999999999,2.7414000000000001,1.9200999999999999,2.4,2.8,2,2.2999999999999998,3.1,1.1100000000000001,1.4,1.35,2.11,2.12,2.37,1.59903,5.27508,1.6098300000000001,3.91554,2.4442400000000002,1.7940700000000001,1.8095600000000001,0.83899999999999997,6.38774,3.15882,,3.4592900000000002,5.5,1.1000000000000001,2.69,1.2,2.8,2.7,4.2043400000000002,2.7429199999999998,3.7906200000000001,3.86077,1,3.1267800000000001,3.5816400000000002,2.4494600000000002,1.2861899999999999,,,3.6,2.6,2.2999999999999998,10.1907,2.8114699999999999,3.0762,2.9992399999999999,3.8299500000000002,5.3703000000000003,4.6958099999999998,5.1499600000000001,2.0491899999999998,15.811400000000001,2.7325599999999999,1.11869,1.4411,0.95050000000000001,3.2605599999999999,2.9384999999999999,3.5247000000000002,5.4089999999999998
12/09/23 02:00,1.26525,7.02691,1.6344000000000001,2.4866999999999999,1.95966,2.5,2.8,1.9,2.5,3,1.0900000000000001,1.4,1.34,2.12,2.12,2.35,1.5923700000000001,4.9723199999999999,1.5327299999999999,3.8212199999999998,2.47641,2.0521199999999999,1.9177500000000001,0.89600000000000002,5.6086999999999998,3.1714199999999999,1.91987,3.6377299999999999,5.9,1.1000000000000001,2.68,1.2,2.8,2.7,4.2546499999999998,1.87262,3.6165600000000002,3.6918199999999999,0.9,2.9282400000000002,3.4059599999999999,1.84734,1.2815099999999999,,,3.5,2.4,2.2000000000000002,7.6341599999999996,3.0282800000000001,3.0213000000000001,3.3121999999999998,4.0327200000000003,5.4869399999999997,4.6695700000000002,5.4343300000000001,2.0638299999999998,12.2691,2.6519699999999999,1.0545599999999999,1.4731700000000001,0.92800000000000005,3.2704599999999999,2.9344999999999999,3.4923799999999998,5.0684399999999998
12/09/23 03:00,1.2988,6.2319500000000003,1.6371,2.5577999999999999,3.7018300000000002,3.8,2.8,1.8,2.5,3,1.1599999999999999,1.4,1.35,2.12,2.14,2.2000000000000002,1.5761700000000001,4.8315599999999996,1.3125,3.6804600000000001,2.3014999999999999,1.9455899999999999,2.0021399999999998,0.92500000000000004,4.2227800000000002,3.3989400000000001,1.94146,3.4821499999999999,5.6,1.1000000000000001,2.84,1.3,3.1,2.6,4.0272399999999999,1.01024,3.2548499999999998,2.78891,0.9,3.0488400000000002,3.0013200000000002,1.8429899999999999,1.3041,,,3.4,2.4,2.4,5.9086800000000004,3.02366,3.0340799999999999,3.2115399999999998,3.8890799999999999,5.7981999999999996,4.9105400000000001,5.3294800000000002,2.0411999999999999,10.317399999999999,2.7584300000000002,1.0236799999999999,1.5050600000000001,0.91317000000000004,3.3023500000000001,2.92625,3.2993399999999999,4.6871999999999998
12/09/23 04:00,1.25604,6.0696500000000002,1.5840000000000001,2.2923,1.83856,3.2,2.6,1.9,2.5,2.9,1.05,1.4,1.34,2.1800000000000002,2.27,2.11,1.5337799999999999,4.5145799999999996,1.22933,3.6036000000000001,2.0873200000000001,2.0097999999999998,2.0505900000000001,1.069,3.8232900000000001,3.7063799999999998,2.0428000000000002,6.6066799999999999,5.3,1.1000000000000001,2.89,1.3,3,2.6,3.6323599999999998,0.98468,2.92293,1.83053,0.8,3.3868800000000001,2.95038,2.0157699999999998,1.3301099999999999,,,3.4,2.4,2.2999999999999998,3.5877599999999998,2.8005900000000001,3.0803400000000001,3.0644200000000001,4.0713299999999997,5.7170699999999997,4.5557600000000003,5.0774900000000001,2.0280800000000001,8.1905400000000004,2.7805800000000001,1.0819700000000001,1.52067,0.90183000000000002,3.3254100000000002,2.9474999999999998,3.2423700000000002,4.2508800000000004
